$x1(t)$,$x2(t)$,$x1c(t)$,$x2c(t)$,$x1cc(t)$,$x2cc(t)$
-0.002922309184823746,-0.002615470460172929,0.4575858366294363,0.3412540653407756,143.21464536501952,185.19385566727473
-0.0023918032716413237,-0.0021853526349920366,0.6047070742002484,0.514559488008213,150.86962609809615,158.74295863403864
-0.0017105923055228361,-0.0015976001505033273,0.7586639243507509,0.6543177929500776,156.52399907734542,119.09120080644698
-0.0008732194525600484,-0.0008913003935541244,0.9163062422165231,0.7505701167270772,157.82971647916125,72.94741173731491
0.00012141831177998424,-0.00011197537750607696,1.0720664503217687,0.800520226435988,152.37869761614795,27.703469548939474
0.0012677019777624999,0.0006956959390662719,1.218137174982784,0.8085376320393577,138.17662596663715,-9.923279697048955
0.002551331585529689,0.0014944924759591198,1.3451033187617811,0.7848520883186837,114.06358796253988,-35.108413568025554
0.003948190580447965,0.0022594036821574123,1.4429344969701032,0.7431956295860669,80.00264457931006,-45.77401610490597
0.005424317430086033,0.002979679579330576,1.5021758049562153,0.6978427802374307,37.18134365869102,-42.91983718926116
0.0069370842343219295,0.0036578521820656846,1.5151363062572702,0.6606104697623808,-12.094642161048682,-30.37172687866598
0.008437477427093965,0.004305975789188126,1.4768728529912916,0.6383852530307932,-64.69850462971289,-13.995470519379637
0.0098731879676765,0.004939859896307875,1.3858020968403693,0.6316460340219201,-117.11774559886973,-0.5236374984597205
0.011192082092884364,0.005572449401964998,1.243839405329023,0.6342639046636579,-165.9506046526904,3.7848949709523367
0.012345563645139085,0.006207671476557295,1.056047694935675,0.6346216578315982,-208.37499326069377,-5.598157844750517
0.013291366035944835,0.006835986180343208,0.8298663665169448,0.6178484199510914,-242.50679605082712,-30.532692436224806
0.0139954207978668,0.0074325637867879496,0.5740644876997324,0.5687555847221918,-267.58507586823276,-69.76791992504718
0.014432620067675735,0.007958524001894287,0.2976094773253988,0.4749277044511099,-283.9538938411579,-119.0800370195077
0.01458649055686608,0.00836510135854759,0.008654160815369544,0.3293908586701275,-292.84815532622144,-171.96667841280396
0.014447989492290083,0.008600052984176742,-0.28618087866679326,0.13235711094952457,-296.02712072568914,-220.77155604738118
0.014013782981647389,0.008615201483426501,-0.5821113036109236,-0.10828713076834084,-295.32725530952,-258.03272333448217
0.013284446713530818,0.008373785508338918,-0.8760413301773406,-0.3778499030407785,-292.22074023030825,-277.8062069687503
0.012263023300258052,0.0078563150165533,-1.1660132268484171,-0.6569107535336938,-287.46449710668094,-276.721119065396
0.010954281594336958,0.007063892325269491,-1.4503803350531954,-0.924234579043684,-280.907313642806,-254.57187384315682
0.009364867661985604,0.006018415969450977,-1.7268834581470105,-1.1599966563915969,-271.4927562363587,-214.33876297813504
0.0075043444410099434,0.004759647022511918,-1.9918299682792016,-1.3487365984162012,-257.45862632921495,-161.63386825315217
0.00538692368525854,0.0033396832820675767,-2.239556909802277,-1.481509854182471,-236.69660089549575,-103.67557210415856
0.003033536170534803,0.0018158507966178966,-2.4623069957878396,-1.5568545401493652,-207.20530471439517,-47.982024625715496
0.0004737942207024483,0.00024329889796382198,-2.650569421326202,-1.580411091954881,-167.55204669570628,-1.0256885644152405
-0.0022526078534707396,-0.0013313767645170111,-2.793850132559913,-1.5632816965949612,-117.2561741742329,32.90208888082191
-0.00509543263770253,-0.0028743652991669536,-2.881754811260104,-1.5194493873659805,-57.02088634182488,52.40686817606047
-0.007994605708829575,-0.0043660212361323145,-2.905207459993482,-1.4627499497941947,11.232124715240559,59.15596490431244
-0.010882122880172462,-0.005799232070245038,-2.8575994302751377,-1.4039709995335248,84.5348475027792,57.4635290474954
-0.013684988721997205,-0.007175181150247687,-2.7356731496648043,-1.3486271490710162,159.2236732477502,53.37501988811778
-0.016328840792590997,-0.008497406868679357,-2.5399901443835287,-1.2958323668874205,231.4077159076957,53.423345841093806
-0.018741798189322482,-0.009765382388242365,-2.2749057785837112,-1.2384845591306755,297.47229554499336,63.29009475009684
-0.020858038398301377,-0.01096893354314949,-1.948060065122955,-1.164731208827049,354.5288780011298,86.623041826693
-0.02262065911634622,-0.012084658708283834,-1.5694788964920696,-1.0604443801503194,400.73285167142024,124.23221128615364
-0.02398351181479308,-0.013075141782679711,-1.150447430571649,-0.9122432285656951,435.41509420279164,173.81654435382825
-0.024911877123048258,-0.01389122711402342,-0.7023547462061176,-0.7104977057703277,459.0077752828547,230.27472176705237
-0.025382054675891476,-0.014477050164268219,-0.23570943030474978,-0.45174785857190336,472.78285467651045,286.54518410381934
-0.025380124472635764,-0.014776996796504033,0.2405105236499744,-0.1400789287883877,478.4562147276427,334.82202675942153
-0.024900269092719373,-0.014743394069575234,0.7190763829272602,0.2128162531085023,477.734919689475,367.92347451282944
-0.023943102159806155,-0.014343585223873702,1.1942826740913146,0.5889146169483861,471.8951728809565,380.56104807343513
-0.022514418219679484,-0.013565139456450426,1.6613490452394637,0.9662603581709075,461.4722716236205,370.2756704202952
-0.021626338279044203,-0.013036235594330358,1.8903872803816104,1.1482198298353254,454.4687493333335,356.660031351561
-0.019506375689633305,-0.011715908299352746,2.346396959760558,1.4854586313911877,446.0150335828901,314.89041802570296
-0.01694102355334666,-0.010081914145871534,2.7799135391153187,1.7731162056293936,419.6224249726357,258.525765320554
-0.013956821970011586,-0.008190044113807034,3.1825504090469203,1.99991349111263,383.958789894798,194.3880237297144
-0.010589573967169107,-0.006103820525588206,3.5441846324645567,2.161749942664649,337.3737545583014,129.79643370958343
-0.00688595915243285,-0.0038872860148540704,3.8532752659485268,2.2615534947556015,278.7515226835534,71.28116987768146
-0.002904618189191233,-0.0015985675277227517,4.097592652522675,2.3079084230138753,207.88304281512484,23.463786203771207
0.001283658020729043,0.0007146824470775066,4.265256968693005,2.3127353660922263,125.7020607491887,-11.68933776940537
0.00559686654061445,0.003017232287971811,4.345923734829236,2.288471885381047,34.337697949711526,-35.10399252036507
0.009943909336831666,0.00528537192916845,4.331922829774343,2.2452924371698586,-63.030419178367026,-50.28402072114284
0.014227745988744472,0.007503476677992717,4.219161656008292,2.1888966973995014,-162.49242880581713,-62.50710840006445
0.018349266435615904,0.00965882559446675,4.007641764404837,2.1192868575788566,-259.84979447658463,-77.68279039423942
0.02221144859814532,0.011735798358143696,3.7015044608572443,2.030767747692236,-351.10193987287494,-101.08789823850543
0.02572332134250635,0.013710695109643897,3.308602437450951,1.9131733535748516,-432.8936633107365,-136.21757904950982
0.028803291834707933,0.015548310018118296,2.839676329811143,1.75409218320543,-502.84647354216867,-183.96867021277012
0.03138151059979645,0.0172010621495045,2.307282220104105,1.5416749977815827,-559.7185620142598,-242.31055613813305
0.033401116297117325,0.018611007343362705,1.7246561593119334,1.2674967922071532,-603.3698282544816,-306.5081118469416
0.034818394145734684,0.019714511349231356,1.1047074708414102,0.9289313783945634,-634.5443219931775,-369.85875199315524
0.035602061697171374,0.02044885841124461,0.45930299453243256,0.5305840789892663,-654.5159899313371,-424.80999331380553
0.03573203025353303,0.02075969494601007,-0.20105484641052224,0.08449978006076474,-664.668500703269,-464.25305163964276
0.03519805517445601,0.02060803467336482,-0.8671310925550633,-0.3909119201947831,-666.0915609800251,-482.75498491704866
0.033998672146685886,0.019975612115703437,-1.5304992003045665,-0.8730569693378175,-659.2723754557542,-477.5029077109416
0.03214072286428103,0.01886765491592223,-2.1828472106441854,-1.338061933207961,-643.942453985177,-448.78680373727275
0.029639620781808883,0.017312599456349286,-2.815222549441343,-1.7638902537809455,-619.1102914361114,-399.93256341118695
0.02652032464657358,0.015358815748983285,-3.4174019102762285,-2.133117822377964,-583.2750181561266,-336.698424549033
0.022818809485437706,0.013068935672227668,-3.9775501329968774,-2.43487973790632,-534.7815883835978,-266.2470025805633
0.01858368546565139,0.010512796514232434,-4.482278096103054,-2.665653812757338,-472.2508307348577,-195.88331055167146
0.013877541438723906,0.007760242179474664,-4.917134344288768,-2.828761618625955,-395.0028212603031,-131.79203674143264
0.008777596629480352,0.0048750251920471836,-5.267482472198796,-2.9327046574896616,-303.392330292125,-78.00693713181352
0.0033753305622938675,0.0019108241821748325,-5.519641560348615,-2.9886676763032067,-198.9905058788739,-35.801598053610746
-0.0022250872461004843,-0.0010900232168314624,-5.6621141304973195,-3.007673447967011,-84.57464882181903,-3.6121327500647737
-0.007909557346169965,-0.004094995661740781,-5.686705018985899,-2.9979353189168374,36.077219312029456,22.4967751666577
-0.013557797392533585,-0.007077530214095103,-5.589349300102663,-2.9629139197514576,158.55472050970835,47.91233213327314
-0.019047713083659164,-0.010011735952033654,-5.370515201904981,-2.9004503403628568,278.2844837830476,78.27486959202975
-0.024259930330111944,-0.012866858956057929,-5.035120223602626,-2.803144429176353,391.02023732848545,118.22626488281253
-0.02908200563495964,-0.015602730299215497,-4.5919819812605125,-2.6599118378646893,493.2698226167264,170.3418929543068
-0.03341189372014988,-0.01816724807481635,-4.052904430580096,-2.458430527577436,582.5871770937646,234.44850036404023
-0.03716038436008549,-0.020496564585626213,-3.43156047399829,-2.1880181967334216,657.6823968322568,307.4587774194515
-0.0402523994758075,-0.02251814119361799,-2.742362508918046,-1.8423979660289682,718.3366060739495,383.7574352780962
-0.04262723371373829,-0.024156290448292133,-1.999507694109258,-1.4218263624237735,765.1442905689828,456.0710813661776
-0.04423799161245354,-0.02533934888709399,-1.2163456362558975,-0.9341721638177749,799.1373322197863,516.6641559445729
-0.04505059096126423,-0.026007302958166223,-0.4051502211495397,-0.3947258272746408,821.3663602987504,558.6423573818306
-0.04504274402825447,-0.02611858475053298,0.422703189966951,0.17524837259692155,832.5222516885729,577.1246414927814
-0.044203288897488806,-0.025654883549564234,1.2562339405302418,0.7509748062403572,832.6723489790279,570.068795122881
-0.042532130262048405,-0.024623160527800857,2.0841688839216306,1.3072147717585492,821.1637464958268,538.5993971891121
-0.04004088471036428,-0.02305454340395757,2.8942519715574977,1.8213649253913122,796.714014565503,486.77869901805616
-0.03675414105923175,-0.021000326689354254,3.6727333033787994,2.276061896409002,757.6738696663408,420.86380027865926
-0.03271107715123301,-0.01852580867671175,4.404187796700347,2.6608413617573325,702.4133024896119,348.18817039420173
-0.027967053087675754,-0.015703066233536636,5.071752166037444,2.9725751898887673,629.7586458824316,275.87465308615174
-0.02259475081835237,-0.012603934393204981,5.657789858650515,3.214636283129674,539.3975015152722,209.61772654348306
-0.016684461740133584,-0.009294389614819844,6.144911655900662,3.3949754800059093,432.17332629107005,152.75931555846114
-0.010343232661075204,-0.005831246663993265,6.517210071907594,3.5234947857061805,310.2109236803721,105.82737742890549
-0.0036927470229195405,-0.0022616235645526255,6.761521431448213,3.609229214634264,176.84450425876736,66.62004416060631
0.003133987301721702,0.0013749079289454257,6.868518883882552,3.6578819369680686,36.35574891546469,30.81635253379767
0.009996885238909705,0.005042087188162647,6.833464662834386,3.6701883113987948,-106.43619467167633,-7.003567672520262
0.01675356251805778,0.008701648884891656,6.656506174647069,3.641426469673226,-246.66400062843152,-52.12235401772432
0.02326416219518589,0.012308142829845171,6.342477515225556,3.562175194311986,-379.89775089242045,-108.46715342238804
0.02939575096049857,0.01580508842408497,5.900251873109335,3.420183633825026,-502.5448452545563,-177.64000330950603
0.03502589088121607,0.019123417758182788,5.341765331241433,3.2030064444136324,-612.0983542154174,-258.3815457597666
0.04004514139766479,0.022182734878711433,4.680885220945468,2.9009110941859086,-707.1960723551157,-346.57237302552903
0.04435843275105793,0.02489538950238743,3.932316741852405,2.509508823363558,-787.487509643415,-435.7764435475701
0.04788544111174574,0.027172829865428065,3.1107264085885977,2.0316074305315968,-853.3413835099761,-518.230231624284
0.04933294593548654,0.028122303185406858,2.6769822314426563,1.7632668070953508,-881.0708115077484,-554.4438372442128
0.051559048753324135,0.02959779065843485,1.767452345164281,1.1780013618198235,-931.7299631986384,-612.5911211967814
0.05285452644799329,0.030462641173816512,0.8179446324628525,0.5458862882160476,-965.0782526978433,-647.4229120800937
0.05318604209640262,0.03068226444045868,-0.15823562685284165,-0.10807929499597922,-984.9987297926809,-656.0639932926952
0.05253374107191233,0.030248002016867757,-1.1473211713298581,-0.7575454891379586,-990.7037771140001,-638.718044496035
0.05089203431522003,0.029176931533337204,-2.1344488574491334,-1.3778888979856343,-980.813029113344,-598.5733805288469
0.048270959810121944,0.027508729968273637,-3.10316597660612,-1.9489307957456932,-953.577850863147,-541.1904748193492
0.04469790121783368,0.025300198618207842,-4.035231778152379,-2.4568278336720764,-907.2380726250485,-473.48568764644915
0.04021931247071344,0.022618450335052127,-4.91081505560846,-2.8948209632140958,-840.4447976754428,-402.4999024153367
0.034902032236547274,0.019533971151736804,-5.709114548123267,-3.2627398455827787,-752.6695779097507,-334.179917060007
0.02883378567446699,0.01611475600923828,-6.409348564755451,-3.5653899548515713,-644.5215149043147,-272.39736175317194
0.022122561646012333,0.01242248452613203,-6.991988596369493,-3.8101551972477288,-517.9097095716434,-218.38512802729497
0.014894705879460299,0.008511291814702513,-7.440062085881644,-4.0042920318581565,-376.01602525753344,-170.6931441375109
0.007291757400947859,0.004429178161419683,-7.740331261765599,-4.152445262271237,-223.0772603144022,-125.6683321810309
-0.0005337567580883176,0.00022158543811102343,-7.8841714907429825,-4.254870875430276,-64.01023485095695,-78.36574864519675
-0.00842319886617177,-0.004063756295173187,-7.8680210238935135,-4.3067159099860195,96.0583833839235,-23.717410909877913
-0.016216906256009453,-0.008371862200482503,-7.693345430716916,-4.298504593667616,252.27869208402646,42.26291166562214
-0.02375900579573555,-0.012636591575020721,-7.366141414238105,-4.217751058129598,400.499261298431,121.4676223118588
-0.03090154114315807,-0.016778808160534918,-6.89608096211876,-4.051404836358474,537.5549737740695,213.0690776516176
-0.0375076286465808,-0.02070721780068622,-6.2954542088484065,-3.7886752496455647,661.3770523759433,313.40083592678366
-0.04345353278632691,-0.024321999898825723,-5.578097219851353,-3.423705182811866,770.914301632878,416.37380476422595
-0.048629737908022476,-0.027520822580164108,-4.758484365577154,-2.9575873162265878,865.8894147639812,514.3553339919717
-0.052941255391923764,-0.030206375764167626,-3.8511253546263973,-2.399332744437028,946.4444091227733,599.3531622118262
-0.056307514591739924,-0.03229425628601696,-2.870341891528718,-1.765591430711268,1012.749252220857,664.2892263618442
-0.0586622221738879,-0.03371995078139603,-1.830420571138926,-1.0791510574098684,1064.6538261084238,704.1312466993968
-0.059953531902159844,-0.03444380209596331,-0.7460617211757828,-0.3664634783267681,1101.454434294294,716.6758859055426
-0.06014475424441115,-0.03445318802779468,0.3670171235949797,0.34537507688689334,1121.8237587640851,702.8413574777942
-0.059215674388167924,-0.03376162407921364,1.491498140918969,1.031665398372314,1123.9216884584428,666.4177271840963
-0.05716436927458884,-0.03240503603713454,2.608075559467137,1.6726418812354515,1105.6696074073602,613.3231244267345
-0.054009253525684524,-0.03043593422971265,3.6954047047519127,2.25507299247517,1065.1390942920998,550.5049503702612
-0.049790971565329,-0.027916571251963566,4.730467695502394,2.772668787827654,1000.9833590200684,484.6903430420384
-0.04457371132215722,-0.02491231315409097,5.689358197161995,3.2252599330188856,912.8304369923952,421.2172972099861
-0.038445552649843076,-0.021486374843555558,6.548408259375643,3.6169397988035423,801.5628748424672,363.16209392726796
-0.031517575451873954,-0.017696778820407044,7.28551380875835,3.953551975832524,669.4283647449931,310.92293250940884
-0.02392161901789073,-0.013595947346980013,7.881474217163326,4.240024622121051,519.9558781025195,262.3342600311357
-0.015806775642980837,-0.00923281579834357,8.321153232521041,4.478078358837622,357.68675507250265,213.2871215156365
-0.007334883847255695,-0.004656856871346307,8.594295054699245,4.664761331456996,187.76347022534162,158.73632659819236
0.0013245733057507935,7.697540174859789e-05,8.695885669985755,4.792107190338582,15.44426545478099,93.90290105742173
0.009999686255529557,0.004903565075810314,8.62602541716452,4.847998494656611,-154.3751890857019,15.44360022742137
0.01852098166076626,0.009744368012478286,8.3893602175458,4.818089104372067,-317.55386083659755,-77.63499352029226
0.02672554305067195,0.014506459098366477,7.994191076462697,4.688436963970561,-470.9483585032274,-183.4930749714763
0.034460149283002894,0.019084368504548112,7.451431015970289,4.448361225763996,-612.4719639354191,-297.5004759579292
0.04158337187708119,0.023364664177433048,6.773596738276048,4.092990055913888,-740.9689821416807,-412.8036366446149
0.04796675404758038,0.027232722004568968,5.974005664150049,3.6250171618561398,-855.93779738025,-521.317219368223
0.0534953432440085,0.030580707048831302,5.066300983132971,3.0553262462567874,-957.1637399726155,-614.9618757133494
0.05806793782687299,0.033315546967906576,4.0643570320257245,2.402347300156038,-1044.339047696456,-686.9236833299092
0.06159742127783282,0.03536565743985151,2.982537941428696,1.6902389725038827,-1116.7488592582513,-732.7063296998358
0.06401149241662418,0.03668538347635173,1.8362089627830238,0.9462045557650288,-1173.0890119444703,-750.785068378942
0.06525397044059646,0.037256512566424614,0.6423460170681571,0.1974059143634293,-1211.4558917071683,-742.7447760383247
0.06528668433735485,0.037086723503634414,-0.579935067006091,-0.5319890667221695,-1229.5154584981437,-712.8795046450405
0.06409177995194695,0.036205364846998135,-1.8090978629491694,-1.223117324456311,-1224.8240170897675,-667.3301099030468
0.06167412872760176,0.03465741194818568,-3.021278523640127,-1.8637026467523774,-1195.2437450116593,-612.9215056891107
0.05806342899671084,0.03249674686658136,-4.190810656385054,-2.4481136112422455,-1139.3769791944983,-555.91595589392
0.05331557233381513,0.02977998860601428,-5.291159920035166,-2.9762297370941977,-1056.9382899856198,-500.9136210639099
0.047512908866908427,0.02656195597286739,-6.29616926368457,-3.4513686325781032,-948.9934594885757,-450.10336684719005
0.04076317657423268,0.022893500719093157,-7.181455505016013,-3.8776997796451904,-818.0177360894447,-403.0010288026856
0.033197037613960236,0.0188219688408006,-7.925765887502198,-4.257663620097952,-667.7578946211029,-356.7210707429549
0.024964357974722285,0.014394022899422593,-8.512105366813978,-4.5899106116665225,-502.9177452436703,-306.7278426012492
0.016229540629685082,0.009660086177643669,-8.928481366430484,-4.868174700836925,-328.7183138631266,-247.92296006731726
0.00716634583707832,0.0046793386587016435,-9.168176055143116,-5.081317883158308,-150.4061258822613,-175.86234941839894
-0.002047316609764372,-0.00047593277542009346,-9.229535231813191,-5.214560266240146,27.20823740400853,-87.87192782283853
-0.011234168114020563,-0.005717727733417842,-9.115343149666463,-5.251684667971576,200.10547591110338,16.15071268472377
-0.020221564322583426,-0.010942257975060399,-8.831919379923132,-5.177818163550408,365.2511880012662,133.40327848989546
-0.028844529035490854,-0.01603273255754305,-8.38811487725126,-4.982279971903724,520.6025026923867,258.38225698545193
-0.036947811477259944,-0.020864801825250794,-7.794392376165912,-4.660966634804061,664.9372641420745,383.5913163279656
-0.04438713423099741,-0.025313962237027858,-7.062149859557029,-4.217825175112955,797.5481678105225,500.6292132234835
-0.05102993202782133,-0.029263850674125236,-6.2033901600415415,-3.6651281887321816,917.8689949080995,601.4612411646281
-0.05675594849337592,-0.032614176144980946,-5.230765373692429,-3.0224813686147427,1025.1121921253678,679.6438903601456
-0.06145804684048373,-0.03528708290544547,-4.157945658826396,-2.31472375702787,1117.9942361478509,731.2806800322787
-0.06504350415702857,-0.037231003685912215,-3.000193038836981,-1.5690815177157504,1194.6080478377326,755.5365142837582
-0.0674359142724806,-0.038421496350963084,-1.7749749967540507,-0.8120701055873278,1252.4733828185695,754.6192496341537
-0.06857764908908633,-0.03885908184457643,-0.5024386008828149,-0.06668259286949674,1288.7619029099615,733.2353619878413
-0.0684326564263555,-0.03856461902653778,0.7944136202446909,0.6496543046137775,1300.6599009936695,697.6234513794907
-0.06698923700620354,-0.03757316763728604,2.089953555163233,1.3260196770758297,1285.804694152911,654.346867678687
-0.06426237090800666,-0.0359275278718595,3.3565978570000734,1.9577032243114822,1242.7155517088015,609.0706012588107
-0.06029516919048872,-0.033672660462218965,4.565872963606115,2.544774692700798,1171.139521281614,565.5496242883701
-0.0551591104002339,-0.030851983288227667,5.689755186691969,3.0898280670718394,1072.2467777442912,525.0157753887179
-0.04895286988049295,-0.02750614813848299,6.702113347405261,3.595362472807538,948.6365426239383,486.07543641121583
-0.041799736405406324,-0.023674398555507084,7.580058943471725,4.061327288463253,804.1483161524654,445.13463069369436
-0.033843802427025935,-0.019398090568636804,8.305021140929798,4.483325724041843,643.5079154866528,397.2695019126222
-0.025245276944613027,-0.014725519751975976,8.863408765766845,4.851845400792767,471.86719554527923,337.37675023882593
-0.01617537475949752,-0.009716922513184822,9.246790720077973,5.152689664346138,294.3149160851281,261.3859952453822
-0.006811264365408655,-0.0044484586065328575,9.451607154516088,5.368555708448177,115.44058330273455,167.30397876358938
0.0026684953583069335,0.0009858525509688037,9.478501442536407,5.481487424726949,-60.97755458895428,55.89126620423244
0.012087721624231142,0.00647490745583036,9.33142327869646,5.47576281644397,-232.11284216249877,-69.1600620812668
0.021275438360431585,0.01189418028398661,9.01668508951921,5.340689102469355,-396.04366046144605,-201.58684200502148
0.030067815871197306,0.01711191556424942,8.542151644272959,5.07278960352494,-551.5396466420807,-333.3927748764777
0.038309429019238915,0.021997026432710277,7.916707016073218,4.676973001467685,-697.7313873751523,-456.01467480689917
0.04585415821014461,0.026427549795222133,7.150080613990531,4.166458266438951,-833.7357045359017,-561.6067105504244
0.052566101147566574,0.030298393770931523,6.253036761377437,3.5614533968513475,-958.3164526148321,-644.2102315480242
0.058320828449078294,0.03352722537403754,5.237854743730639,2.88681165410814,-1069.6535298731733,-700.5976299019712
0.06300720975345099,0.03605766731800937,4.11896298822627,2.1690734034296573,-1165.2718988471006,-730.6387195943062
0.06652987952282238,0.037859442902503454,2.9135539899542104,1.4334108805966075,-1242.1517189638464,-737.126160884035
0.06881223355574484,0.03892564050781913,1.6420028072983366,0.7010070187031151,-1297.0059296014972,-725.0961946305579
0.06979968249918593,0.03926776609413774,0.32794225890143913,-0.012684591564094683,-1326.6792602133387,-700.7738814400918
0.06946276924123668,0.038909621792458375,-1.0020931352034714,-0.6985178069756526,-1328.598717002544,-670.3409297727649
0.067799706466511,0.037881223448762824,-2.3194657760001425,-1.353006811390093,-1301.1945635509976,-638.7562950176998
0.06483791997489652,0.03621391794382899,-3.59460715914675,-1.9766190764722253,-1244.2147790264858,-608.8490292065371
0.060634288126089515,0.03393759342253855,-4.7984256820090625,-2.5713703431204182,-1158.874177478718,-580.8515089310586
0.05527393087380256,0.031080441937954076,-5.903767124913079,-3.138212666861834,-1047.808538392844,-552.4585146076333
0.04886759380385846,0.027671216542671524,-6.8867323931594315,-3.6747432472388857,-914.8387758765027,-519.3992145199113
0.04154785974398485,0.023743420006715643,-7.727679371310376,-4.173699884489142,-764.583999701724,-476.41309741153964
0.03346456936956732,0.0193404647657293,-8.411788777798927,-4.622559723468345,-601.989029411619,-418.44517170241716
0.024779916543058705,0.014520627917991113,-8.929147956455468,-5.004349276598609,-431.8465861834949,-341.83436742525487
0.01566368945366566,0.00936063183109851,-9.274387997209779,-5.29954435918805,-258.39430823655283,-245.26973268786242
0.0062890550442591285,0.003956909542501107,-9.44598348089445,-5.488731176818361,-85.05194985732908,-130.33159977892024
-0.003170853725727392,-0.0015759772668934638,-9.445376952850157,-5.555552968503759,85.66260742827652,-1.5115157273271222
-0.012545464187404199,-0.0071097868929092985,-9.276112344101469,-5.489407664404611,252.03359970050545,134.29884009923194
-0.02166850115705982,-0.012509409055048286,-8.943149059904105,-5.2874021002520335,412.8933701088115,268.76111889337517
-0.03037918408479473,-0.01764110022016119,-8.45248389851381,-4.955199989907217,567.2722933430816,393.31552187884154
-0.038523227866837005,-0.022380936110221558,-7.811139826465533,-4.5065998790125095,714.0285456318188,500.4566058825458
-0.0459540108835073,-0.026622224991723967,-7.027501752228108,-3.9619089013215656,851.5370306816756,584.8289382109333
-0.05253421562568726,-0.030280802737025995,-6.11190470671538,-3.3453957140287107,977.5052488156675,643.944994348285
-0.058138122383086924,-0.033297502515231496,-5.077323288025809,-2.682271367090546,1088.9596014781248,678.3973725847345
-0.06265456876845825,-0.03563758980870899,-3.9399835603512705,-1.9957294152734941,1182.4130738026936,691.5307242419894
-0.06599040939659796,-0.03728748535265894,-2.7197251152286945,-1.30456110578728,1254.1904957164847,688.6384498593843
-0.06807415502152604,-0.038249566468444254,-1.4399806498501784,-0.6217509262182077,1300.8571157701324,675.8367100487367
-0.06885936884821614,-0.03853615497321506,-0.1273059632164114,0.04572723271963186,1319.6757097858024,658.8274202648445
-0.06832736977304116,-0.03816390918859137,1.1895273434004443,0.6959181611796651,1309.010722513639,641.78168254512
-0.06648884452689877,-0.0371497191619117,2.4807856138296307,1.3299258810692731,1268.6062730426927,626.5519196819605
-0.06338409512455778,-0.03550888049846407,3.71721924618693,1.949395100805799,1199.6867565408706,612.3590588724028
-0.059081822568545765,-0.03325585498994922,4.871510965745264,2.5539453905417457,1104.8601434569812,596.012151470547
-0.053676542316541904,-0.03040740184270226,5.919533652942254,3.139077648302595,987.839219617578,572.6180780980067
-0.04728490623583579,-0.026987381132738603,6.841257047308406,3.694982722704916,853.0283385731375,536.6472539237693
-0.040041338311083655,-0.023032180678149192,7.6212029553260425,4.206511881988325,705.0468614866539,483.15439483903447
-0.03614581658203841,-0.020869908808266755,7.954421458789523,4.439707824328219,627.5050656777189,448.73862324684205
-0.027900056329944342,-0.01621907638842588,8.510588119853427,4.847837403185044,476.2032349148746,364.03506262590145
-0.019178420484968903,-0.011205884480172162,8.905512833104408,5.161091797365306,313.2211486497953,259.36979128315556
-0.010143678780818639,-0.005934689609552169,9.13656506467709,5.361123676477742,148.81789652755316,138.42839618911796
-0.0009600839738333408,-0.0005259175959706932,9.203286467570251,5.4345529014216085,-15.18965124420686,7.355579790017202
